Concelho,lat,lon,time,thetao,heatspot_lat,heatspot_lon,geometry,nome_praia,min,max,min2,max2
Albufeira,37.07592000000005,-8.135059999999953,2026-05-11T17:00:00Z,17.1590003400343,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-11T18:00:00Z,17.245000344119,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-11T19:00:00Z,17.3200003476813,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-11T20:00:00Z,17.3580003494862,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T08:00:00Z,16.9220003287774,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T09:00:00Z,16.9200003286824,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T10:00:00Z,16.9460003299173,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T11:00:00Z,16.9860003318172,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T12:00:00Z,17.0420003344771,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T13:00:00Z,17.1000003372319,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T14:00:00Z,17.1490003395593,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T15:00:00Z,17.1950003417442,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T16:00:00Z,17.2420003439765,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T17:00:00Z,17.2920003463514,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T18:00:00Z,17.3500003491063,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T19:00:00Z,17.4010003515286,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07592000000005,-8.135059999999953,2026-05-12T20:00:00Z,17.4310003529536,37.05556,-8.13888931,"c(-8.13505999999995, 37.0759200000001)",Rocha Baixinha (Albufeira),15.613311294535364,17.345511160056105,14.747211361774994,18.211611092816476
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T08:00:00Z,16.5700003120583,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T09:00:00Z,16.5690003120108,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T10:00:00Z,16.5790003124857,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T11:00:00Z,16.5980003133882,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T12:00:00Z,16.6310003149556,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T13:00:00Z,16.672000316903,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T14:00:00Z,16.7160003189929,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T15:00:00Z,16.7680003214628,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
Albufeira,37.07460700000007,-8.280789999999968,2026-05-11T16:00:00Z,16.8320003245026,37.05556,-8.27777767,"c(-8.28078999999997, 37.0746070000001)",São Rafael (Albufeira),15.494823303785953,17.176504884276707,14.653982513540576,18.017345674522083
